timestamp_seconds,latitude,longitude,altitude_if_available
15.618437,47.3843626,8.5451957,466.728
15.65177,47.3843626,8.5451957,466.728
15.685103,47.3843626,8.5451957,466.728
15.718436,47.3843626,8.5451957,466.728
15.751769,47.3843626,8.5451957,466.728
15.786962,47.3843626,8.5451955,466.691
15.820295,47.3843626,8.5451955,466.691
15.853628,47.3843626,8.5451955,466.691
15.886961,47.3843626,8.5451955,466.691
15.920294,47.3843626,8.5451955,466.691
15.953627,47.3843626,8.5451955,466.691
15.983557,47.3843626,8.5451949,466.695
16.01689,47.3843626,8.5451949,466.695
16.050223,47.3843626,8.5451949,466.695
16.083556,47.3843626,8.5451949,466.695
16.116889,47.3843626,8.5451949,466.695
16.150222,47.3843626,8.5451949,466.695
16.191395,47.3843628,8.5451942,466.748
16.224728,47.3843628,8.5451942,466.748
16.258061,47.3843628,8.5451942,466.748
16.291394,47.3843628,8.5451942,466.748
16.324727,47.3843628,8.5451942,466.748
16.35806,47.3843628,8.5451942,466.748
16.388182,47.3843628,8.5451934,466.734
16.421515,47.3843628,8.5451934,466.734
16.454848,47.3843628,8.5451934,466.734
16.488181,47.3843628,8.5451934,466.734
16.521514,47.3843628,8.5451934,466.734
16.554847,47.3843628,8.5451934,466.734
16.59005,47.384362,8.5451927,466.891
16.623383,47.384362,8.5451927,466.891
16.656716,47.384362,8.5451927,466.891
16.690049,47.384362,8.5451927,466.891
16.723382,47.384362,8.5451927,466.891
16.756715,47.384362,8.5451927,466.891
16.784751,47.3843624,8.5451925,466.766
16.818084,47.3843624,8.5451925,466.766
16.851417,47.3843624,8.5451925,466.766
16.88475,47.3843624,8.5451925,466.766
16.918083,47.3843624,8.5451925,466.766
16.951416,47.3843624,8.5451925,466.766
16.989655,47.3843622,8.5451917,466.789
17.022988,47.3843622,8.5451917,466.789
17.056321,47.3843622,8.5451917,466.789
17.089654,47.3843622,8.5451917,466.789
17.122987,47.3843622,8.5451917,466.789
17.15632,47.3843622,8.5451917,466.789
17.187411,47.3843616,8.5451908,466.795
17.220744,47.3843616,8.5451908,466.795
17.254077,47.3843616,8.5451908,466.795
17.28741,47.3843616,8.5451908,466.795
17.320743,47.3843616,8.5451908,466.795
17.354076,47.3843616,8.5451908,466.795
17.391383,47.3843612,8.5451906,466.75
17.424716,47.3843612,8.5451906,466.75
17.458049,47.3843612,8.5451906,466.75
17.491382,47.3843612,8.5451906,466.75
17.524715,47.3843612,8.5451906,466.75
17.558048,47.3843612,8.5451906,466.75
17.588112,47.384361,8.5451905,466.749
17.621445,47.384361,8.5451905,466.749
17.654778,47.384361,8.5451905,466.749
17.688111,47.384361,8.5451905,466.749
17.721444,47.384361,8.5451905,466.749
17.754777,47.384361,8.5451905,466.749
17.784803,47.3843603,8.5451897,466.809
17.818136,47.3843603,8.5451897,466.809
17.851469,47.3843603,8.5451897,466.809
17.884802,47.3843603,8.5451897,466.809
17.918135,47.3843603,8.5451897,466.809
17.951468,47.3843603,8.5451897,466.809
17.985701,47.3843595,8.5451878,466.886
18.019034,47.3843595,8.5451878,466.886
18.052367,47.3843595,8.5451878,466.886
18.0857,47.3843595,8.5451878,466.886
18.119033,47.3843595,8.5451878,466.886
18.152366,47.3843595,8.5451878,466.886
18.192591,47.3843588,8.5451868,466.871
18.225924,47.3843588,8.5451868,466.871
18.259257,47.3843588,8.5451868,466.871
18.29259,47.3843588,8.5451868,466.871
18.325923,47.3843588,8.5451868,466.871
18.359256,47.3843588,8.5451868,466.871
18.384222,47.3843582,8.5451855,466.856
18.417555,47.3843582,8.5451855,466.856
18.450888,47.3843582,8.5451855,466.856
18.484221,47.3843582,8.5451855,466.856
18.517554,47.3843582,8.5451855,466.856
18.550887,47.3843582,8.5451855,466.856
18.588175,47.3843587,8.5451869,466.716
18.621508,47.3843587,8.5451869,466.716
18.654841,47.3843587,8.5451869,466.716
18.688174,47.3843587,8.5451869,466.716
18.721507,47.3843587,8.5451869,466.716
18.75484,47.3843587,8.5451869,466.716
18.78307,47.3843596,8.5451892,466.643
18.816403,47.3843596,8.5451892,466.643
18.849736,47.3843596,8.5451892,466.643
18.883069,47.3843596,8.5451892,466.643
18.916402,47.3843596,8.5451892,466.643
18.949735,47.3843596,8.5451892,466.643
18.984784,47.3843598,8.5451903,466.547
19.018117,47.3843598,8.5451903,466.547
19.05145,47.3843598,8.5451903,466.547
19.084783,47.3843598,8.5451903,466.547
19.118116,47.3843598,8.5451903,466.547
19.151449,47.3843598,8.5451903,466.547
19.185626,47.3843605,8.5451915,466.709
19.218959,47.3843605,8.5451915,466.709
19.252292,47.3843605,8.5451915,466.709
19.285625,47.3843605,8.5451915,466.709
19.318958,47.3843605,8.5451915,466.709
19.352291,47.3843605,8.5451915,466.709
19.388439,47.3843604,8.5451904,466.784
19.421772,47.3843604,8.5451904,466.784
19.455105,47.3843604,8.5451904,466.784
19.488438,47.3843604,8.5451904,466.784
19.521771,47.3843604,8.5451904,466.784
19.555104,47.3843604,8.5451904,466.784
19.587119,47.3843611,8.5451905,466.686
19.620452,47.3843611,8.5451905,466.686
19.653785,47.3843611,8.5451905,466.686
19.687118,47.3843611,8.5451905,466.686
19.720451,47.3843611,8.5451905,466.686
19.753784,47.3843611,8.5451905,466.686
19.785047,47.3843605,8.5451884,466.673
19.81838,47.3843605,8.5451884,466.673
19.851713,47.3843605,8.5451884,466.673
19.885046,47.3843605,8.5451884,466.673
19.918379,47.3843605,8.5451884,466.673
19.951712,47.3843605,8.5451884,466.673
19.983676,47.3843597,8.5451866,466.688
20.017009,47.3843597,8.5451866,466.688
20.050342,47.3843597,8.5451866,466.688
20.083675,47.3843597,8.5451866,466.688
20.117008,47.3843597,8.5451866,466.688
20.150341,47.3843597,8.5451866,466.688
20.187524,47.3843589,8.545185,466.656
20.220857,47.3843589,8.545185,466.656
20.25419,47.3843589,8.545185,466.656
20.287523,47.3843589,8.545185,466.656
20.320856,47.3843589,8.545185,466.656
20.354189,47.3843589,8.545185,466.656
20.387291,47.3843579,8.5451825,466.648
20.420624,47.3843579,8.5451825,466.648
20.453957,47.3843579,8.5451825,466.648
20.48729,47.3843579,8.5451825,466.648
20.520623,47.3843579,8.5451825,466.648
20.553956,47.3843579,8.5451825,466.648
20.595274,47.3843577,8.5451816,466.561
20.628607,47.3843577,8.5451816,466.561
20.66194,47.3843577,8.5451816,466.561
20.695273,47.3843577,8.5451816,466.561
20.728606,47.3843577,8.5451816,466.561
20.761939,47.3843577,8.5451816,466.561
20.792055,47.3843572,8.5451802,466.425
20.825388,47.3843572,8.5451802,466.425
20.858721,47.3843572,8.5451802,466.425
20.892054,47.3843572,8.5451802,466.425
20.925387,47.3843572,8.5451802,466.425
20.95872,47.3843572,8.5451802,466.425
20.996026,47.3843568,8.5451792,466.451
21.029359,47.3843568,8.5451792,466.451
21.062692,47.3843568,8.5451792,466.451
21.096025,47.3843568,8.5451792,466.451
21.129358,47.3843568,8.5451792,466.451
21.162691,47.3843568,8.5451792,466.451
21.185522,47.3843569,8.5451792,466.379
21.218855,47.3843569,8.5451792,466.379
21.252188,47.3843569,8.5451792,466.379
21.285521,47.3843569,8.5451792,466.379
21.318854,47.3843569,8.5451792,466.379
21.352187,47.3843569,8.5451792,466.379
21.390428,47.3843568,8.5451788,466.331
21.423761,47.3843568,8.5451788,466.331
21.457094,47.3843568,8.5451788,466.331
21.490427,47.3843568,8.5451788,466.331
21.52376,47.3843568,8.5451788,466.331
21.557093,47.3843568,8.5451788,466.331
21.589115,47.3843565,8.5451782,466.253
21.622448,47.3843565,8.5451782,466.253
21.655781,47.3843565,8.5451782,466.253
21.689114,47.3843565,8.5451782,466.253
21.722447,47.3843565,8.5451782,466.253
21.75578,47.3843565,8.5451782,466.253
21.789937,47.3843559,8.5451768,466.343
21.82327,47.3843559,8.5451768,466.343
21.856603,47.3843559,8.5451768,466.343
21.889936,47.3843559,8.5451768,466.343
21.923269,47.3843559,8.5451768,466.343
21.956602,47.3843559,8.5451768,466.343
21.988746,47.3843559,8.5451772,466.353
22.022079,47.3843559,8.5451772,466.353
22.055412,47.3843559,8.5451772,466.353
22.088745,47.3843559,8.5451772,466.353
22.122078,47.3843559,8.5451772,466.353
22.155411,47.3843559,8.5451772,466.353
22.186382,47.3843554,8.545176,466.377
22.219715,47.3843554,8.545176,466.377
22.253048,47.3843554,8.545176,466.377
22.286381,47.3843554,8.545176,466.377
22.319714,47.3843554,8.545176,466.377
22.353047,47.3843554,8.545176,466.377
22.385045,47.3843551,8.5451745,466.313
22.418378,47.3843551,8.5451745,466.313
22.451711,47.3843551,8.5451745,466.313
22.485044,47.3843551,8.5451745,466.313
22.518377,47.3843551,8.5451745,466.313
22.55171,47.3843551,8.5451745,466.313
22.589036,47.384354,8.5451714,466.343
22.622369,47.384354,8.5451714,466.343
22.655702,47.384354,8.5451714,466.343
22.689035,47.384354,8.5451714,466.343
22.722368,47.384354,8.5451714,466.343
22.755701,47.384354,8.5451714,466.343
22.783649,47.3843541,8.5451708,466.208
22.816982,47.3843541,8.5451708,466.208
22.850315,47.3843541,8.5451708,466.208
22.883648,47.3843541,8.5451708,466.208
22.916981,47.3843541,8.5451708,466.208
22.950314,47.3843541,8.5451708,466.208
22.986362,47.3843545,8.5451701,466.149
23.019695,47.3843545,8.5451701,466.149
23.053028,47.3843545,8.5451701,466.149
23.086361,47.3843545,8.5451701,466.149
23.119694,47.3843545,8.5451701,466.149
23.153027,47.3843545,8.5451701,466.149
23.184082,47.3843546,8.5451691,466.185
23.217415,47.3843546,8.5451691,466.185
23.250748,47.3843546,8.5451691,466.185
23.284081,47.3843546,8.5451691,466.185
23.317414,47.3843546,8.5451691,466.185
23.350747,47.3843546,8.5451691,466.185
23.38603,47.384355,8.5451688,466.219
23.419363,47.384355,8.5451688,466.219
23.452696,47.384355,8.5451688,466.219
23.486029,47.384355,8.5451688,466.219
23.519362,47.384355,8.5451688,466.219
23.552695,47.384355,8.5451688,466.219
23.586612,47.3843552,8.5451686,466.241
23.619945,47.3843552,8.5451686,466.241
23.653278,47.3843552,8.5451686,466.241
23.686611,47.3843552,8.5451686,466.241
23.719944,47.3843552,8.5451686,466.241
23.753277,47.3843552,8.5451686,466.241
23.791419,47.3843558,8.5451708,466.074
23.824752,47.3843558,8.5451708,466.074
23.858085,47.3843558,8.5451708,466.074
23.891418,47.3843558,8.5451708,466.074
23.924751,47.3843558,8.5451708,466.074
23.958084,47.3843558,8.5451708,466.074
23.980061,47.3843553,8.5451696,466.156
24.013394,47.3843553,8.5451696,466.156
24.046727,47.3843553,8.5451696,466.156
24.08006,47.3843553,8.5451696,466.156
24.113393,47.3843553,8.5451696,466.156
24.146726,47.3843553,8.5451696,466.156
24.186009,47.384354,8.5451653,466.284
24.219342,47.384354,8.5451653,466.284
24.252675,47.384354,8.5451653,466.284
24.286008,47.384354,8.5451653,466.284
24.319341,47.384354,8.5451653,466.284
24.352674,47.384354,8.5451653,466.284
24.383715,47.3843538,8.5451647,466.302
24.417048,47.3843538,8.5451647,466.302
24.450381,47.3843538,8.5451647,466.302
24.483714,47.3843538,8.5451647,466.302
24.517047,47.3843538,8.5451647,466.302
24.55038,47.3843538,8.5451647,466.302
24.587605,47.3843532,8.5451627,466.406
24.620938,47.3843532,8.5451627,466.406
24.654271,47.3843532,8.5451627,466.406
24.687604,47.3843532,8.5451627,466.406
24.720937,47.3843532,8.5451627,466.406
24.75427,47.3843532,8.5451627,466.406
24.78741,47.3843537,8.5451627,466.384
24.820743,47.3843537,8.5451627,466.384
24.854076,47.3843537,8.5451627,466.384
24.887409,47.3843537,8.5451627,466.384
24.920742,47.3843537,8.5451627,466.384
24.954075,47.3843537,8.5451627,466.384
24.99133,47.3843538,8.5451618,466.413
25.024663,47.3843538,8.5451618,466.413
25.057996,47.3843538,8.5451618,466.413
25.091329,47.3843538,8.5451618,466.413
25.124662,47.3843538,8.5451618,466.413
25.157995,47.3843538,8.5451618,466.413
25.189054,47.3843534,8.5451582,466.445
25.222387,47.3843534,8.5451582,466.445
25.25572,47.3843534,8.5451582,466.445
25.289053,47.3843534,8.5451582,466.445
25.322386,47.3843534,8.5451582,466.445
25.355719,47.3843534,8.5451582,466.445
25.391954,47.3843539,8.5451566,466.318
25.425287,47.3843539,8.5451566,466.318
25.45862,47.3843539,8.5451566,466.318
25.491953,47.3843539,8.5451566,466.318
25.525286,47.3843539,8.5451566,466.318
25.558619,47.3843539,8.5451566,466.318
25.588697,47.384354,8.5451548,466.293
25.62203,47.384354,8.5451548,466.293
25.655363,47.384354,8.5451548,466.293
25.688696,47.384354,8.5451548,466.293
25.722029,47.384354,8.5451548,466.293
25.755362,47.384354,8.5451548,466.293
25.78734,47.3843537,8.5451508,466.235
25.820673,47.3843537,8.5451508,466.235
25.854006,47.3843537,8.5451508,466.235
25.887339,47.3843537,8.5451508,466.235
25.920672,47.3843537,8.5451508,466.235
25.954005,47.3843537,8.5451508,466.235
25.988216,47.3843543,8.5451495,466.161
26.021549,47.3843543,8.5451495,466.161
26.054882,47.3843543,8.5451495,466.161
26.088215,47.3843543,8.5451495,466.161
26.121548,47.3843543,8.5451495,466.161
26.154881,47.3843543,8.5451495,466.161
26.191066,47.3843548,8.5451484,466.0
26.224399,47.3843548,8.5451484,466.0
26.257732,47.3843548,8.5451484,466.0
26.291065,47.3843548,8.5451484,466.0
26.324398,47.3843548,8.5451484,466.0
26.357731,47.3843548,8.5451484,466.0
26.387732,47.3843546,8.5451469,466.051
26.421065,47.3843546,8.5451469,466.051
26.454398,47.3843546,8.5451469,466.051
26.487731,47.3843546,8.5451469,466.051
26.521064,47.3843546,8.5451469,466.051
26.554397,47.3843546,8.5451469,466.051
26.589482,47.3843545,8.5451442,466.125
26.622815,47.3843545,8.5451442,466.125
26.656148,47.3843545,8.5451442,466.125
26.689481,47.3843545,8.5451442,466.125
26.722814,47.3843545,8.5451442,466.125
26.756147,47.3843545,8.5451442,466.125
26.785174,47.3843557,8.5451444,465.92
26.818507,47.3843557,8.5451444,465.92
26.85184,47.3843557,8.5451444,465.92
26.885173,47.3843557,8.5451444,465.92
26.918506,47.3843557,8.5451444,465.92
26.951839,47.3843557,8.5451444,465.92
26.989146,47.3843553,8.5451427,466.002
27.022479,47.3843553,8.5451427,466.002
27.055812,47.3843553,8.5451427,466.002
27.089145,47.3843553,8.5451427,466.002
27.122478,47.3843553,8.5451427,466.002
27.155811,47.3843553,8.5451427,466.002
27.183778,47.3843554,8.5451416,465.915
27.217111,47.3843554,8.5451416,465.915
27.250444,47.3843554,8.5451416,465.915
27.283777,47.3843554,8.5451416,465.915
27.31711,47.3843554,8.5451416,465.915
27.350443,47.3843554,8.5451416,465.915
27.387575,47.3843553,8.5451392,465.928
27.420908,47.3843553,8.5451392,465.928
27.454241,47.3843553,8.5451392,465.928
27.487574,47.3843553,8.5451392,465.928
27.520907,47.3843553,8.5451392,465.928
27.55424,47.3843553,8.5451392,465.928
27.586333,47.3843554,8.5451381,465.962
27.619666,47.3843554,8.5451381,465.962
27.652999,47.3843554,8.5451381,465.962
27.686332,47.3843554,8.5451381,465.962
27.719665,47.3843554,8.5451381,465.962
27.752998,47.3843554,8.5451381,465.962
27.787043,47.3843554,8.5451367,466.004
27.820376,47.3843554,8.5451367,466.004
27.853709,47.3843554,8.5451367,466.004
27.887042,47.3843554,8.5451367,466.004
27.920375,47.3843554,8.5451367,466.004
27.953708,47.3843554,8.5451367,466.004
27.987,47.3843551,8.545135,466.129
28.020333,47.3843551,8.545135,466.129
28.053666,47.3843551,8.545135,466.129
28.086999,47.3843551,8.545135,466.129
28.120332,47.3843551,8.545135,466.129
28.153665,47.3843551,8.545135,466.129
28.190648,47.3843545,8.5451331,466.222
28.223981,47.3843545,8.5451331,466.222
28.257314,47.3843545,8.5451331,466.222
28.290647,47.3843545,8.5451331,466.222
28.32398,47.3843545,8.5451331,466.222
28.357313,47.3843545,8.5451331,466.222
28.386342,47.3843553,8.5451335,466.164
28.419675,47.3843553,8.5451335,466.164
28.453008,47.3843553,8.5451335,466.164
28.486341,47.3843553,8.5451335,466.164
28.519674,47.3843553,8.5451335,466.164
28.553007,47.3843553,8.5451335,466.164
28.587179,47.3843557,8.5451331,466.118
28.620512,47.3843557,8.5451331,466.118
28.653845,47.3843557,8.5451331,466.118
28.687178,47.3843557,8.5451331,466.118
28.720511,47.3843557,8.5451331,466.118
28.753844,47.3843557,8.5451331,466.118
28.785073,47.3843556,8.5451316,466.226
28.818406,47.3843556,8.5451316,466.226
28.851739,47.3843556,8.5451316,466.226
28.885072,47.3843556,8.5451316,466.226
28.918405,47.3843556,8.5451316,466.226
28.951738,47.3843556,8.5451316,466.226
28.986773,47.3843559,8.5451312,466.245
29.020106,47.3843559,8.5451312,466.245
29.053439,47.3843559,8.5451312,466.245
29.086772,47.3843559,8.5451312,466.245
29.120105,47.3843559,8.5451312,466.245
29.153438,47.3843559,8.5451312,466.245
29.187422,47.3843563,8.5451311,466.273
29.220755,47.3843563,8.5451311,466.273
29.254088,47.3843563,8.5451311,466.273
29.287421,47.3843563,8.5451311,466.273
