image_id,imgid,filename,image_timestamp_seconds,ground_truth_imgid,ground_truth_pose_timestamp_seconds,association_method,matched,delta_seconds
54,54,00054.jpg,8.765449,,,UNMATCHED,false,
55,55,00055.jpg,8.802486,,,UNMATCHED,false,
56,56,00056.jpg,8.835819,,,UNMATCHED,false,
57,57,00057.jpg,8.869152,,,UNMATCHED,false,
58,58,00058.jpg,8.902485,,,UNMATCHED,false,
59,59,00059.jpg,8.935818,,,UNMATCHED,false,
60,60,00060.jpg,8.969151,,,UNMATCHED,false,
61,61,00061.jpg,9.002265,61,9.002265,EXACT_ID,true,0.0
62,62,00062.jpg,9.035598,,,UNMATCHED,false,
63,63,00063.jpg,9.068931,,,UNMATCHED,false,
64,64,00064.jpg,9.102264,,,UNMATCHED,false,
65,65,00065.jpg,9.135597,,,UNMATCHED,false,
66,66,00066.jpg,9.16893,,,UNMATCHED,false,
67,67,00067.jpg,9.199111,,,UNMATCHED,false,
68,68,00068.jpg,9.232444,,,UNMATCHED,false,
69,69,00069.jpg,9.265777,,,UNMATCHED,false,
70,70,00070.jpg,9.29911,,,UNMATCHED,false,
71,71,00071.jpg,9.332443,,,UNMATCHED,false,
72,72,00072.jpg,9.365776,,,UNMATCHED,false,
73,73,00073.jpg,9.400044,,,UNMATCHED,false,
74,74,00074.jpg,9.433377,,,UNMATCHED,false,
75,75,00075.jpg,9.46671,,,UNMATCHED,false,
76,76,00076.jpg,9.500043,,,UNMATCHED,false,
77,77,00077.jpg,9.533376,,,UNMATCHED,false,
78,78,00078.jpg,9.566709,,,UNMATCHED,false,
79,79,00079.jpg,9.59966,,,UNMATCHED,false,
80,80,00080.jpg,9.632993,,,UNMATCHED,false,
81,81,00081.jpg,9.666326,,,UNMATCHED,false,
82,82,00082.jpg,9.699659,,,UNMATCHED,false,
83,83,00083.jpg,9.732992,,,UNMATCHED,false,
84,84,00084.jpg,9.766325,,,UNMATCHED,false,
85,85,00085.jpg,9.801471,,,UNMATCHED,false,
86,86,00086.jpg,9.834804,,,UNMATCHED,false,
87,87,00087.jpg,9.868137,,,UNMATCHED,false,
88,88,00088.jpg,9.90147,,,UNMATCHED,false,
89,89,00089.jpg,9.934803,,,UNMATCHED,false,
90,90,00090.jpg,9.968136,,,UNMATCHED,false,
91,91,00091.jpg,9.998204,91,9.998204,EXACT_ID,true,0.0
92,92,00092.jpg,10.031537,,,UNMATCHED,false,
93,93,00093.jpg,10.06487,,,UNMATCHED,false,
94,94,00094.jpg,10.098203,,,UNMATCHED,false,
95,95,00095.jpg,10.131536,,,UNMATCHED,false,
96,96,00096.jpg,10.164869,,,UNMATCHED,false,
97,97,00097.jpg,10.201081,,,UNMATCHED,false,
98,98,00098.jpg,10.234414,,,UNMATCHED,false,
99,99,00099.jpg,10.267747,,,UNMATCHED,false,
100,100,00100.jpg,10.30108,,,UNMATCHED,false,
101,101,00101.jpg,10.334413,,,UNMATCHED,false,
102,102,00102.jpg,10.367746,,,UNMATCHED,false,
103,103,00103.jpg,10.396814,,,UNMATCHED,false,
104,104,00104.jpg,10.430147,,,UNMATCHED,false,
105,105,00105.jpg,10.46348,,,UNMATCHED,false,
106,106,00106.jpg,10.496813,,,UNMATCHED,false,
107,107,00107.jpg,10.530146,,,UNMATCHED,false,
108,108,00108.jpg,10.563479,,,UNMATCHED,false,
109,109,00109.jpg,10.599588,,,UNMATCHED,false,
110,110,00110.jpg,10.632921,,,UNMATCHED,false,
111,111,00111.jpg,10.666254,,,UNMATCHED,false,
112,112,00112.jpg,10.699587,,,UNMATCHED,false,
113,113,00113.jpg,10.73292,,,UNMATCHED,false,
114,114,00114.jpg,10.766253,,,UNMATCHED,false,
115,115,00115.jpg,10.797338,,,UNMATCHED,false,
116,116,00116.jpg,10.830671,,,UNMATCHED,false,
117,117,00117.jpg,10.864004,,,UNMATCHED,false,
118,118,00118.jpg,10.897337,,,UNMATCHED,false,
119,119,00119.jpg,10.93067,,,UNMATCHED,false,
120,120,00120.jpg,10.964003,,,UNMATCHED,false,
121,121,00121.jpg,10.997044,121,10.997044,EXACT_ID,true,0.0
122,122,00122.jpg,11.030377,,,UNMATCHED,false,
123,123,00123.jpg,11.06371,,,UNMATCHED,false,
124,124,00124.jpg,11.097043,,,UNMATCHED,false,
125,125,00125.jpg,11.130376,,,UNMATCHED,false,
126,126,00126.jpg,11.163709,,,UNMATCHED,false,
127,127,00127.jpg,11.195824,,,UNMATCHED,false,
128,128,00128.jpg,11.229157,,,UNMATCHED,false,
129,129,00129.jpg,11.26249,,,UNMATCHED,false,
130,130,00130.jpg,11.295823,,,UNMATCHED,false,
131,131,00131.jpg,11.329156,,,UNMATCHED,false,
132,132,00132.jpg,11.362489,,,UNMATCHED,false,
133,133,00133.jpg,11.397736,,,UNMATCHED,false,
134,134,00134.jpg,11.431069,,,UNMATCHED,false,
135,135,00135.jpg,11.464402,,,UNMATCHED,false,
136,136,00136.jpg,11.497735,,,UNMATCHED,false,
137,137,00137.jpg,11.531068,,,UNMATCHED,false,
138,138,00138.jpg,11.564401,,,UNMATCHED,false,
139,139,00139.jpg,11.595348,,,UNMATCHED,false,
140,140,00140.jpg,11.628681,,,UNMATCHED,false,
141,141,00141.jpg,11.662014,,,UNMATCHED,false,
142,142,00142.jpg,11.695347,,,UNMATCHED,false,
143,143,00143.jpg,11.72868,,,UNMATCHED,false,
144,144,00144.jpg,11.762013,,,UNMATCHED,false,
145,145,00145.jpg,11.79609,,,UNMATCHED,false,
146,146,00146.jpg,11.829423,,,UNMATCHED,false,
147,147,00147.jpg,11.862756,,,UNMATCHED,false,
148,148,00148.jpg,11.896089,,,UNMATCHED,false,
149,149,00149.jpg,11.929422,,,UNMATCHED,false,
150,150,00150.jpg,11.962755,,,UNMATCHED,false,
151,151,00151.jpg,11.98896,151,11.98896,EXACT_ID,true,0.0
152,152,00152.jpg,12.022293,,,UNMATCHED,false,
153,153,00153.jpg,12.055626,,,UNMATCHED,false,
154,154,00154.jpg,12.088959,,,UNMATCHED,false,
155,155,00155.jpg,12.122292,,,UNMATCHED,false,
156,156,00156.jpg,12.155625,,,UNMATCHED,false,
157,157,00157.jpg,12.191611,,,UNMATCHED,false,
158,158,00158.jpg,12.224944,,,UNMATCHED,false,
159,159,00159.jpg,12.258277,,,UNMATCHED,false,
160,160,00160.jpg,12.29161,,,UNMATCHED,false,
161,161,00161.jpg,12.324943,,,UNMATCHED,false,
162,162,00162.jpg,12.358276,,,UNMATCHED,false,
163,163,00163.jpg,12.388362,,,UNMATCHED,false,
164,164,00164.jpg,12.421695,,,UNMATCHED,false,
165,165,00165.jpg,12.455028,,,UNMATCHED,false,
166,166,00166.jpg,12.488361,,,UNMATCHED,false,
167,167,00167.jpg,12.521694,,,UNMATCHED,false,
168,168,00168.jpg,12.555027,,,UNMATCHED,false,
169,169,00169.jpg,12.590212,,,UNMATCHED,false,
170,170,00170.jpg,12.623545,,,UNMATCHED,false,
171,171,00171.jpg,12.656878,,,UNMATCHED,false,
172,172,00172.jpg,12.690211,,,UNMATCHED,false,
173,173,00173.jpg,12.723544,,,UNMATCHED,false,
174,174,00174.jpg,12.756877,,,UNMATCHED,false,
175,175,00175.jpg,12.790053,,,UNMATCHED,false,
176,176,00176.jpg,12.823386,,,UNMATCHED,false,
177,177,00177.jpg,12.856719,,,UNMATCHED,false,
178,178,00178.jpg,12.890052,,,UNMATCHED,false,
179,179,00179.jpg,12.923385,,,UNMATCHED,false,
180,180,00180.jpg,12.956718,,,UNMATCHED,false,
181,181,00181.jpg,12.990712,181,12.990712,EXACT_ID,true,0.0
182,182,00182.jpg,13.024045,,,UNMATCHED,false,
183,183,00183.jpg,13.057378,,,UNMATCHED,false,
184,184,00184.jpg,13.090711,,,UNMATCHED,false,
185,185,00185.jpg,13.124044,,,UNMATCHED,false,
186,186,00186.jpg,13.157377,,,UNMATCHED,false,
187,187,00187.jpg,13.188406,,,UNMATCHED,false,
188,188,00188.jpg,13.221739,,,UNMATCHED,false,
189,189,00189.jpg,13.255072,,,UNMATCHED,false,
190,190,00190.jpg,13.288405,,,UNMATCHED,false,
191,191,00191.jpg,13.321738,,,UNMATCHED,false,
192,192,00192.jpg,13.355071,,,UNMATCHED,false,
193,193,00193.jpg,13.389207,,,UNMATCHED,false,
194,194,00194.jpg,13.42254,,,UNMATCHED,false,
195,195,00195.jpg,13.455873,,,UNMATCHED,false,
196,196,00196.jpg,13.489206,,,UNMATCHED,false,
197,197,00197.jpg,13.522539,,,UNMATCHED,false,
198,198,00198.jpg,13.555872,,,UNMATCHED,false,
199,199,00199.jpg,13.592107,,,UNMATCHED,false,
200,200,00200.jpg,13.62544,,,UNMATCHED,false,
201,201,00201.jpg,13.658773,,,UNMATCHED,false,
202,202,00202.jpg,13.692106,,,UNMATCHED,false,
203,203,00203.jpg,13.725439,,,UNMATCHED,false,
204,204,00204.jpg,13.758772,,,UNMATCHED,false,
205,205,00205.jpg,13.808127,,,UNMATCHED,false,
206,206,00206.jpg,13.84146,,,UNMATCHED,false,
207,207,00207.jpg,13.874793,,,UNMATCHED,false,
208,208,00208.jpg,13.908126,,,UNMATCHED,false,
209,209,00209.jpg,13.941459,,,UNMATCHED,false,
210,210,00210.jpg,13.974792,,,UNMATCHED,false,
211,211,00211.jpg,13.989764,211,13.989764,EXACT_ID,true,0.0
212,212,00212.jpg,14.023097,,,UNMATCHED,false,
213,213,00213.jpg,14.05643,,,UNMATCHED,false,
214,214,00214.jpg,14.089763,,,UNMATCHED,false,
215,215,00215.jpg,14.123096,,,UNMATCHED,false,
216,216,00216.jpg,14.156429,,,UNMATCHED,false,
217,217,00217.jpg,14.191526,,,UNMATCHED,false,
218,218,00218.jpg,14.224859,,,UNMATCHED,false,
219,219,00219.jpg,14.258192,,,UNMATCHED,false,
220,220,00220.jpg,14.291525,,,UNMATCHED,false,
221,221,00221.jpg,14.324858,,,UNMATCHED,false,
222,222,00222.jpg,14.358191,,,UNMATCHED,false,
223,223,00223.jpg,14.387222,,,UNMATCHED,false,
224,224,00224.jpg,14.420555,,,UNMATCHED,false,
225,225,00225.jpg,14.453888,,,UNMATCHED,false,
226,226,00226.jpg,14.487221,,,UNMATCHED,false,
227,227,00227.jpg,14.520554,,,UNMATCHED,false,
228,228,00228.jpg,14.553887,,,UNMATCHED,false,
229,229,00229.jpg,14.588057,,,UNMATCHED,false,
230,230,00230.jpg,14.62139,,,UNMATCHED,false,
231,231,00231.jpg,14.654723,,,UNMATCHED,false,
232,232,00232.jpg,14.688056,,,UNMATCHED,false,
233,233,00233.jpg,14.721389,,,UNMATCHED,false,
234,234,00234.jpg,14.754722,,,UNMATCHED,false,
235,235,00235.jpg,14.796032,,,UNMATCHED,false,
236,236,00236.jpg,14.829365,,,UNMATCHED,false,
237,237,00237.jpg,14.862698,,,UNMATCHED,false,
238,238,00238.jpg,14.896031,,,UNMATCHED,false,
239,239,00239.jpg,14.929364,,,UNMATCHED,false,
240,240,00240.jpg,14.962697,,,UNMATCHED,false,
241,241,00241.jpg,14.990721,241,14.990721,EXACT_ID,true,0.0
242,242,00242.jpg,15.024054,,,UNMATCHED,false,
243,243,00243.jpg,15.057387,,,UNMATCHED,false,
244,244,00244.jpg,15.09072,,,UNMATCHED,false,
245,245,00245.jpg,15.124053,,,UNMATCHED,false,
246,246,00246.jpg,15.157386,,,UNMATCHED,false,
247,247,00247.jpg,15.185446,,,UNMATCHED,false,
248,248,00248.jpg,15.218779,,,UNMATCHED,false,
249,249,00249.jpg,15.252112,,,UNMATCHED,false,
250,250,00250.jpg,15.285445,,,UNMATCHED,false,
251,251,00251.jpg,15.318778,,,UNMATCHED,false,
252,252,00252.jpg,15.352111,,,UNMATCHED,false,
253,253,00253.jpg,15.387279,,,UNMATCHED,false,
254,254,00254.jpg,15.420612,,,UNMATCHED,false,
255,255,00255.jpg,15.453945,,,UNMATCHED,false,
256,256,00256.jpg,15.487278,,,UNMATCHED,false,
257,257,00257.jpg,15.520611,,,UNMATCHED,false,
258,258,00258.jpg,15.553944,,,UNMATCHED,false,
259,259,00259.jpg,15.585104,,,UNMATCHED,false,
260,260,00260.jpg,15.618437,,,UNMATCHED,false,
261,261,00261.jpg,15.65177,,,UNMATCHED,false,
262,262,00262.jpg,15.685103,,,UNMATCHED,false,
263,263,00263.jpg,15.718436,,,UNMATCHED,false,
264,264,00264.jpg,15.751769,,,UNMATCHED,false,
265,265,00265.jpg,15.786962,,,UNMATCHED,false,
266,266,00266.jpg,15.820295,,,UNMATCHED,false,
267,267,00267.jpg,15.853628,,,UNMATCHED,false,
268,268,00268.jpg,15.886961,,,UNMATCHED,false,
269,269,00269.jpg,15.920294,,,UNMATCHED,false,
270,270,00270.jpg,15.953627,,,UNMATCHED,false,
271,271,00271.jpg,15.983557,271,15.983557,EXACT_ID,true,0.0
272,272,00272.jpg,16.01689,,,UNMATCHED,false,
273,273,00273.jpg,16.050223,,,UNMATCHED,false,
274,274,00274.jpg,16.083556,,,UNMATCHED,false,
275,275,00275.jpg,16.116889,,,UNMATCHED,false,
276,276,00276.jpg,16.150222,,,UNMATCHED,false,
277,277,00277.jpg,16.191395,,,UNMATCHED,false,
278,278,00278.jpg,16.224728,,,UNMATCHED,false,
279,279,00279.jpg,16.258061,,,UNMATCHED,false,
280,280,00280.jpg,16.291394,,,UNMATCHED,false,
281,281,00281.jpg,16.324727,,,UNMATCHED,false,
282,282,00282.jpg,16.35806,,,UNMATCHED,false,
283,283,00283.jpg,16.388182,,,UNMATCHED,false,
284,284,00284.jpg,16.421515,,,UNMATCHED,false,
285,285,00285.jpg,16.454848,,,UNMATCHED,false,
286,286,00286.jpg,16.488181,,,UNMATCHED,false,
287,287,00287.jpg,16.521514,,,UNMATCHED,false,
288,288,00288.jpg,16.554847,,,UNMATCHED,false,
289,289,00289.jpg,16.59005,,,UNMATCHED,false,
290,290,00290.jpg,16.623383,,,UNMATCHED,false,
291,291,00291.jpg,16.656716,,,UNMATCHED,false,
292,292,00292.jpg,16.690049,,,UNMATCHED,false,
293,293,00293.jpg,16.723382,,,UNMATCHED,false,
294,294,00294.jpg,16.756715,,,UNMATCHED,false,
295,295,00295.jpg,16.784751,,,UNMATCHED,false,
296,296,00296.jpg,16.818084,,,UNMATCHED,false,
297,297,00297.jpg,16.851417,,,UNMATCHED,false,
298,298,00298.jpg,16.88475,,,UNMATCHED,false,
299,299,00299.jpg,16.918083,,,UNMATCHED,false,
300,300,00300.jpg,16.951416,,,UNMATCHED,false,
301,301,00301.jpg,16.989655,301,16.989655,EXACT_ID,true,0.0
302,302,00302.jpg,17.022988,,,UNMATCHED,false,
303,303,00303.jpg,17.056321,,,UNMATCHED,false,
304,304,00304.jpg,17.089654,,,UNMATCHED,false,
305,305,00305.jpg,17.122987,,,UNMATCHED,false,
306,306,00306.jpg,17.15632,,,UNMATCHED,false,
307,307,00307.jpg,17.187411,,,UNMATCHED,false,
308,308,00308.jpg,17.220744,,,UNMATCHED,false,
309,309,00309.jpg,17.254077,,,UNMATCHED,false,
310,310,00310.jpg,17.28741,,,UNMATCHED,false,
311,311,00311.jpg,17.320743,,,UNMATCHED,false,
312,312,00312.jpg,17.354076,,,UNMATCHED,false,
313,313,00313.jpg,17.391383,,,UNMATCHED,false,
314,314,00314.jpg,17.424716,,,UNMATCHED,false,
315,315,00315.jpg,17.458049,,,UNMATCHED,false,
316,316,00316.jpg,17.491382,,,UNMATCHED,false,
317,317,00317.jpg,17.524715,,,UNMATCHED,false,
318,318,00318.jpg,17.558048,,,UNMATCHED,false,
319,319,00319.jpg,17.588112,,,UNMATCHED,false,
320,320,00320.jpg,17.621445,,,UNMATCHED,false,
321,321,00321.jpg,17.654778,,,UNMATCHED,false,
322,322,00322.jpg,17.688111,,,UNMATCHED,false,
323,323,00323.jpg,17.721444,,,UNMATCHED,false,
324,324,00324.jpg,17.754777,,,UNMATCHED,false,
325,325,00325.jpg,17.784803,,,UNMATCHED,false,
326,326,00326.jpg,17.818136,,,UNMATCHED,false,
327,327,00327.jpg,17.851469,,,UNMATCHED,false,
328,328,00328.jpg,17.884802,,,UNMATCHED,false,
329,329,00329.jpg,17.918135,,,UNMATCHED,false,
330,330,00330.jpg,17.951468,,,UNMATCHED,false,
331,331,00331.jpg,17.985701,331,17.985701,EXACT_ID,true,0.0
332,332,00332.jpg,18.019034,,,UNMATCHED,false,
333,333,00333.jpg,18.052367,,,UNMATCHED,false,
334,334,00334.jpg,18.0857,,,UNMATCHED,false,
335,335,00335.jpg,18.119033,,,UNMATCHED,false,
336,336,00336.jpg,18.152366,,,UNMATCHED,false,
337,337,00337.jpg,18.192591,,,UNMATCHED,false,
338,338,00338.jpg,18.225924,,,UNMATCHED,false,
339,339,00339.jpg,18.259257,,,UNMATCHED,false,
340,340,00340.jpg,18.29259,,,UNMATCHED,false,
341,341,00341.jpg,18.325923,,,UNMATCHED,false,
342,342,00342.jpg,18.359256,,,UNMATCHED,false,
343,343,00343.jpg,18.384222,,,UNMATCHED,false,
344,344,00344.jpg,18.417555,,,UNMATCHED,false,
345,345,00345.jpg,18.450888,,,UNMATCHED,false,
346,346,00346.jpg,18.484221,,,UNMATCHED,false,
347,347,00347.jpg,18.517554,,,UNMATCHED,false,
348,348,00348.jpg,18.550887,,,UNMATCHED,false,
349,349,00349.jpg,18.588175,,,UNMATCHED,false,
350,350,00350.jpg,18.621508,,,UNMATCHED,false,
