image_id,imgid,filename,timestamp_seconds,width,height
70,70,00070.jpg,9.29911,1920,1080
71,71,00071.jpg,9.332443,1920,1080
72,72,00072.jpg,9.365776,1920,1080
73,73,00073.jpg,9.400044,1920,1080
74,74,00074.jpg,9.433377,1920,1080
75,75,00075.jpg,9.46671,1920,1080
76,76,00076.jpg,9.500043,1920,1080
77,77,00077.jpg,9.533376,1920,1080
78,78,00078.jpg,9.566709,1920,1080
79,79,00079.jpg,9.59966,1920,1080
80,80,00080.jpg,9.632993,1920,1080
81,81,00081.jpg,9.666326,1920,1080
82,82,00082.jpg,9.699659,1920,1080
83,83,00083.jpg,9.732992,1920,1080
84,84,00084.jpg,9.766325,1920,1080
85,85,00085.jpg,9.801471,1920,1080
86,86,00086.jpg,9.834804,1920,1080
87,87,00087.jpg,9.868137,1920,1080
88,88,00088.jpg,9.90147,1920,1080
89,89,00089.jpg,9.934803,1920,1080
90,90,00090.jpg,9.968136,1920,1080
91,91,00091.jpg,9.998204,1920,1080
92,92,00092.jpg,10.031537,1920,1080
93,93,00093.jpg,10.06487,1920,1080
94,94,00094.jpg,10.098203,1920,1080
95,95,00095.jpg,10.131536,1920,1080
96,96,00096.jpg,10.164869,1920,1080
97,97,00097.jpg,10.201081,1920,1080
98,98,00098.jpg,10.234414,1920,1080
99,99,00099.jpg,10.267747,1920,1080
100,100,00100.jpg,10.30108,1920,1080
101,101,00101.jpg,10.334413,1920,1080
102,102,00102.jpg,10.367746,1920,1080
103,103,00103.jpg,10.396814,1920,1080
104,104,00104.jpg,10.430147,1920,1080
105,105,00105.jpg,10.46348,1920,1080
106,106,00106.jpg,10.496813,1920,1080
107,107,00107.jpg,10.530146,1920,1080
108,108,00108.jpg,10.563479,1920,1080
109,109,00109.jpg,10.599588,1920,1080
110,110,00110.jpg,10.632921,1920,1080
111,111,00111.jpg,10.666254,1920,1080
112,112,00112.jpg,10.699587,1920,1080
113,113,00113.jpg,10.73292,1920,1080
114,114,00114.jpg,10.766253,1920,1080
115,115,00115.jpg,10.797338,1920,1080
116,116,00116.jpg,10.830671,1920,1080
117,117,00117.jpg,10.864004,1920,1080
118,118,00118.jpg,10.897337,1920,1080
119,119,00119.jpg,10.93067,1920,1080
120,120,00120.jpg,10.964003,1920,1080
121,121,00121.jpg,10.997044,1920,1080
122,122,00122.jpg,11.030377,1920,1080
123,123,00123.jpg,11.06371,1920,1080
124,124,00124.jpg,11.097043,1920,1080
125,125,00125.jpg,11.130376,1920,1080
126,126,00126.jpg,11.163709,1920,1080
127,127,00127.jpg,11.195824,1920,1080
128,128,00128.jpg,11.229157,1920,1080
129,129,00129.jpg,11.26249,1920,1080
130,130,00130.jpg,11.295823,1920,1080
131,131,00131.jpg,11.329156,1920,1080
132,132,00132.jpg,11.362489,1920,1080
133,133,00133.jpg,11.397736,1920,1080
134,134,00134.jpg,11.431069,1920,1080
135,135,00135.jpg,11.464402,1920,1080
136,136,00136.jpg,11.497735,1920,1080
137,137,00137.jpg,11.531068,1920,1080
138,138,00138.jpg,11.564401,1920,1080
139,139,00139.jpg,11.595348,1920,1080
140,140,00140.jpg,11.628681,1920,1080
141,141,00141.jpg,11.662014,1920,1080
142,142,00142.jpg,11.695347,1920,1080
143,143,00143.jpg,11.72868,1920,1080
144,144,00144.jpg,11.762013,1920,1080
145,145,00145.jpg,11.79609,1920,1080
146,146,00146.jpg,11.829423,1920,1080
147,147,00147.jpg,11.862756,1920,1080
148,148,00148.jpg,11.896089,1920,1080
149,149,00149.jpg,11.929422,1920,1080
150,150,00150.jpg,11.962755,1920,1080
151,151,00151.jpg,11.98896,1920,1080
152,152,00152.jpg,12.022293,1920,1080
153,153,00153.jpg,12.055626,1920,1080
154,154,00154.jpg,12.088959,1920,1080
155,155,00155.jpg,12.122292,1920,1080
156,156,00156.jpg,12.155625,1920,1080
157,157,00157.jpg,12.191611,1920,1080
158,158,00158.jpg,12.224944,1920,1080
159,159,00159.jpg,12.258277,1920,1080
160,160,00160.jpg,12.29161,1920,1080
161,161,00161.jpg,12.324943,1920,1080
162,162,00162.jpg,12.358276,1920,1080
163,163,00163.jpg,12.388362,1920,1080
164,164,00164.jpg,12.421695,1920,1080
165,165,00165.jpg,12.455028,1920,1080
166,166,00166.jpg,12.488361,1920,1080
167,167,00167.jpg,12.521694,1920,1080
168,168,00168.jpg,12.555027,1920,1080
169,169,00169.jpg,12.590212,1920,1080
170,170,00170.jpg,12.623545,1920,1080
171,171,00171.jpg,12.656878,1920,1080
172,172,00172.jpg,12.690211,1920,1080
173,173,00173.jpg,12.723544,1920,1080
174,174,00174.jpg,12.756877,1920,1080
175,175,00175.jpg,12.790053,1920,1080
176,176,00176.jpg,12.823386,1920,1080
177,177,00177.jpg,12.856719,1920,1080
178,178,00178.jpg,12.890052,1920,1080
179,179,00179.jpg,12.923385,1920,1080
180,180,00180.jpg,12.956718,1920,1080
181,181,00181.jpg,12.990712,1920,1080
182,182,00182.jpg,13.024045,1920,1080
183,183,00183.jpg,13.057378,1920,1080
184,184,00184.jpg,13.090711,1920,1080
185,185,00185.jpg,13.124044,1920,1080
186,186,00186.jpg,13.157377,1920,1080
187,187,00187.jpg,13.188406,1920,1080
188,188,00188.jpg,13.221739,1920,1080
189,189,00189.jpg,13.255072,1920,1080
190,190,00190.jpg,13.288405,1920,1080
191,191,00191.jpg,13.321738,1920,1080
192,192,00192.jpg,13.355071,1920,1080
193,193,00193.jpg,13.389207,1920,1080
194,194,00194.jpg,13.42254,1920,1080
195,195,00195.jpg,13.455873,1920,1080
196,196,00196.jpg,13.489206,1920,1080
197,197,00197.jpg,13.522539,1920,1080
198,198,00198.jpg,13.555872,1920,1080
199,199,00199.jpg,13.592107,1920,1080
200,200,00200.jpg,13.62544,1920,1080
201,201,00201.jpg,13.658773,1920,1080
202,202,00202.jpg,13.692106,1920,1080
203,203,00203.jpg,13.725439,1920,1080
204,204,00204.jpg,13.758772,1920,1080
205,205,00205.jpg,13.808127,1920,1080
206,206,00206.jpg,13.84146,1920,1080
207,207,00207.jpg,13.874793,1920,1080
208,208,00208.jpg,13.908126,1920,1080
209,209,00209.jpg,13.941459,1920,1080
210,210,00210.jpg,13.974792,1920,1080
211,211,00211.jpg,13.989764,1920,1080
212,212,00212.jpg,14.023097,1920,1080
213,213,00213.jpg,14.05643,1920,1080
214,214,00214.jpg,14.089763,1920,1080
215,215,00215.jpg,14.123096,1920,1080
216,216,00216.jpg,14.156429,1920,1080
217,217,00217.jpg,14.191526,1920,1080
218,218,00218.jpg,14.224859,1920,1080
219,219,00219.jpg,14.258192,1920,1080
220,220,00220.jpg,14.291525,1920,1080
221,221,00221.jpg,14.324858,1920,1080
222,222,00222.jpg,14.358191,1920,1080
223,223,00223.jpg,14.387222,1920,1080
224,224,00224.jpg,14.420555,1920,1080
225,225,00225.jpg,14.453888,1920,1080
226,226,00226.jpg,14.487221,1920,1080
227,227,00227.jpg,14.520554,1920,1080
228,228,00228.jpg,14.553887,1920,1080
229,229,00229.jpg,14.588057,1920,1080
230,230,00230.jpg,14.62139,1920,1080
231,231,00231.jpg,14.654723,1920,1080
232,232,00232.jpg,14.688056,1920,1080
233,233,00233.jpg,14.721389,1920,1080
234,234,00234.jpg,14.754722,1920,1080
235,235,00235.jpg,14.796032,1920,1080
236,236,00236.jpg,14.829365,1920,1080
237,237,00237.jpg,14.862698,1920,1080
238,238,00238.jpg,14.896031,1920,1080
239,239,00239.jpg,14.929364,1920,1080
240,240,00240.jpg,14.962697,1920,1080
241,241,00241.jpg,14.990721,1920,1080
242,242,00242.jpg,15.024054,1920,1080
243,243,00243.jpg,15.057387,1920,1080
244,244,00244.jpg,15.09072,1920,1080
245,245,00245.jpg,15.124053,1920,1080
246,246,00246.jpg,15.157386,1920,1080
247,247,00247.jpg,15.185446,1920,1080
248,248,00248.jpg,15.218779,1920,1080
249,249,00249.jpg,15.252112,1920,1080
250,250,00250.jpg,15.285445,1920,1080
251,251,00251.jpg,15.318778,1920,1080
252,252,00252.jpg,15.352111,1920,1080
253,253,00253.jpg,15.387279,1920,1080
254,254,00254.jpg,15.420612,1920,1080
255,255,00255.jpg,15.453945,1920,1080
256,256,00256.jpg,15.487278,1920,1080
257,257,00257.jpg,15.520611,1920,1080
258,258,00258.jpg,15.553944,1920,1080
259,259,00259.jpg,15.585104,1920,1080
260,260,00260.jpg,15.618437,1920,1080
261,261,00261.jpg,15.65177,1920,1080
262,262,00262.jpg,15.685103,1920,1080
263,263,00263.jpg,15.718436,1920,1080
264,264,00264.jpg,15.751769,1920,1080
265,265,00265.jpg,15.786962,1920,1080
266,266,00266.jpg,15.820295,1920,1080
267,267,00267.jpg,15.853628,1920,1080
268,268,00268.jpg,15.886961,1920,1080
269,269,00269.jpg,15.920294,1920,1080
270,270,00270.jpg,15.953627,1920,1080
271,271,00271.jpg,15.983557,1920,1080
272,272,00272.jpg,16.01689,1920,1080
273,273,00273.jpg,16.050223,1920,1080
274,274,00274.jpg,16.083556,1920,1080
275,275,00275.jpg,16.116889,1920,1080
276,276,00276.jpg,16.150222,1920,1080
277,277,00277.jpg,16.191395,1920,1080
278,278,00278.jpg,16.224728,1920,1080
279,279,00279.jpg,16.258061,1920,1080
280,280,00280.jpg,16.291394,1920,1080
281,281,00281.jpg,16.324727,1920,1080
282,282,00282.jpg,16.35806,1920,1080
283,283,00283.jpg,16.388182,1920,1080
284,284,00284.jpg,16.421515,1920,1080
285,285,00285.jpg,16.454848,1920,1080
286,286,00286.jpg,16.488181,1920,1080
287,287,00287.jpg,16.521514,1920,1080
288,288,00288.jpg,16.554847,1920,1080
289,289,00289.jpg,16.59005,1920,1080
290,290,00290.jpg,16.623383,1920,1080
291,291,00291.jpg,16.656716,1920,1080
292,292,00292.jpg,16.690049,1920,1080
293,293,00293.jpg,16.723382,1920,1080
294,294,00294.jpg,16.756715,1920,1080
295,295,00295.jpg,16.784751,1920,1080
296,296,00296.jpg,16.818084,1920,1080
297,297,00297.jpg,16.851417,1920,1080
298,298,00298.jpg,16.88475,1920,1080
299,299,00299.jpg,16.918083,1920,1080
300,300,00300.jpg,16.951416,1920,1080
301,301,00301.jpg,16.989655,1920,1080
302,302,00302.jpg,17.022988,1920,1080
303,303,00303.jpg,17.056321,1920,1080
304,304,00304.jpg,17.089654,1920,1080
305,305,00305.jpg,17.122987,1920,1080
306,306,00306.jpg,17.15632,1920,1080
307,307,00307.jpg,17.187411,1920,1080
308,308,00308.jpg,17.220744,1920,1080
309,309,00309.jpg,17.254077,1920,1080
310,310,00310.jpg,17.28741,1920,1080
311,311,00311.jpg,17.320743,1920,1080
312,312,00312.jpg,17.354076,1920,1080
313,313,00313.jpg,17.391383,1920,1080
314,314,00314.jpg,17.424716,1920,1080
315,315,00315.jpg,17.458049,1920,1080
316,316,00316.jpg,17.491382,1920,1080
317,317,00317.jpg,17.524715,1920,1080
318,318,00318.jpg,17.558048,1920,1080
319,319,00319.jpg,17.588112,1920,1080
320,320,00320.jpg,17.621445,1920,1080
321,321,00321.jpg,17.654778,1920,1080
322,322,00322.jpg,17.688111,1920,1080
323,323,00323.jpg,17.721444,1920,1080
324,324,00324.jpg,17.754777,1920,1080
325,325,00325.jpg,17.784803,1920,1080
326,326,00326.jpg,17.818136,1920,1080
327,327,00327.jpg,17.851469,1920,1080
328,328,00328.jpg,17.884802,1920,1080
329,329,00329.jpg,17.918135,1920,1080
330,330,00330.jpg,17.951468,1920,1080
331,331,00331.jpg,17.985701,1920,1080
332,332,00332.jpg,18.019034,1920,1080
333,333,00333.jpg,18.052367,1920,1080
334,334,00334.jpg,18.0857,1920,1080
335,335,00335.jpg,18.119033,1920,1080
336,336,00336.jpg,18.152366,1920,1080
337,337,00337.jpg,18.192591,1920,1080
338,338,00338.jpg,18.225924,1920,1080
339,339,00339.jpg,18.259257,1920,1080
340,340,00340.jpg,18.29259,1920,1080
341,341,00341.jpg,18.325923,1920,1080
342,342,00342.jpg,18.359256,1920,1080
343,343,00343.jpg,18.384222,1920,1080
344,344,00344.jpg,18.417555,1920,1080
345,345,00345.jpg,18.450888,1920,1080
346,346,00346.jpg,18.484221,1920,1080
347,347,00347.jpg,18.517554,1920,1080
348,348,00348.jpg,18.550887,1920,1080
349,349,00349.jpg,18.588175,1920,1080
350,350,00350.jpg,18.621508,1920,1080
